year,sector,data_category,data_type,data_value,unit,data_source,area
1998,LULUCF,Others,Forest,22531.71807692307,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Forest,30042.29076923076,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Forest,37552.86346153845,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Forest,45063.43615384614,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Forest,52574.008846153825,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Forest,60084.58153846151,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Forest,67595.1542307692,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Forest,75105.72692307689,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Forest,82616.29961538457,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Forest,90126.87230769226,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Forest,97637.44499999995,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Forest,105148.01769230764,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Forest,112658.59038461532,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Forest,120169.16307692301,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Forest,127679.7357692307,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Forest,135190.3084615384,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Forest,142700.8811538461,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Forest,150211.4538461538,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Forest,157722.0265384615,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Forest,165232.5992307692,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Forest,172743.1719230769,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Forest,180253.7446153846,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Forest,187764.3173076923,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Forest,195274.89,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Forest plantation,31.9742307692307,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Forest plantation,63.9484615384614,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Forest plantation,95.9226923076921,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Forest plantation,127.8969230769228,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Forest plantation,159.8711538461535,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Forest plantation,191.8453846153842,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Forest plantation,223.8196153846149,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Forest plantation,255.7938461538456,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Forest plantation,287.7680769230763,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Forest plantation,319.742307692307,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Forest plantation,351.7165384615377,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Forest plantation,383.6907692307684,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Forest plantation,415.6649999999991,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Forest plantation,447.6392307692298,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Forest plantation,479.6134615384605,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Forest plantation,511.5876923076912,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Forest plantation,543.5619230769219,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Forest plantation,575.5361538461525,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Forest plantation,607.5103846153831,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Forest plantation,639.4846153846138,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Forest plantation,671.4588461538444,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Forest plantation,703.4330769230751,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Forest plantation,735.4073076923057,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Forest plantation,767.3815384615364,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Forest plantation,799.355769230767,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Forest plantation,831.3299999999977,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Grassland,4223.2673076923,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Grassland,8446.5346153846,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Grassland,12669.8019230769,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Grassland,16893.0692307692,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Grassland,21116.336538461503,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Grassland,25339.603846153805,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Grassland,29562.871153846107,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Grassland,33786.13846153841,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Grassland,38009.40576923071,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Grassland,42232.67307692301,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Grassland,46455.940384615315,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Grassland,50679.20769230762,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Grassland,54902.47499999992,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Grassland,59125.74230769222,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Grassland,63349.00961538452,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Grassland,67572.27692307682,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Grassland,71795.54423076911,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Grassland,76018.8115384614,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Grassland,80242.0788461537,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Grassland,84465.346153846,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Grassland,88688.61346153829,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Grassland,92911.88076923059,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Grassland,97135.14807692288,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Grassland,101358.41538461517,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Grassland,105581.68269230747,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Grassland,109804.94999999976,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Others,6143277.710769231,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Others,6126537.731538462,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Others,6109797.752307693,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Others,6093057.773076924,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Others,6076317.793846155,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Others,6059577.814615386,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Others,6042837.835384616,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Others,6026097.856153847,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Others,6009357.876923078,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Others,5992617.897692309,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Others,5975877.918461539,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Others,5959137.93923077,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Others,5942397.960000001,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Others,5925657.980769232,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Others,5908918.001538462,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Others,5892178.022307693,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Others,5875438.043076924,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Others,5858698.063846155,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Others,5841958.084615385,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Others,5825218.105384616,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Others,5808478.126153847,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Others,5791738.146923078,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Others,5774998.167692308,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Others,5758258.188461539,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Others,5741518.20923077,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Others,5724778.23,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Perrenial crop,2.52692307692307,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Perrenial crop,5.05384615384614,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Perrenial crop,7.58076923076921,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Perrenial crop,10.10769230769228,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Perrenial crop,12.634615384615351,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Perrenial crop,15.161538461538422,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Perrenial crop,17.688461538461492,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Perrenial crop,20.21538461538456,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Perrenial crop,22.74230769230763,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Perrenial crop,25.2692307692307,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Perrenial crop,27.796153846153768,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Perrenial crop,30.323076923076837,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Perrenial crop,32.84999999999991,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Perrenial crop,35.37692307692298,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Perrenial crop,37.90384615384605,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Perrenial crop,40.430769230769116,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Perrenial crop,42.957692307692184,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Perrenial crop,45.48461538461525,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Perrenial crop,48.01153846153832,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Perrenial crop,50.53846153846139,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Perrenial crop,53.06538461538446,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Perrenial crop,55.59230769230753,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Perrenial crop,58.1192307692306,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Perrenial crop,60.646153846153666,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Perrenial crop,63.173076923076735,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Perrenial crop,65.6999999999998,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Settlement,103.579615384615,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Settlement,207.15923076923,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Settlement,310.738846153845,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Settlement,414.31846153846,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Settlement,517.898076923075,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Settlement,621.47769230769,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Settlement,725.0573076923049,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Settlement,828.6369230769199,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Settlement,932.2165384615348,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Settlement,1035.7961538461498,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Settlement,1139.3757692307647,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Settlement,1242.9553846153797,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Settlement,1346.5349999999946,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Settlement,1450.1146153846096,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Settlement,1553.6942307692245,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Settlement,1657.2738461538395,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Settlement,1760.8534615384544,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Settlement,1864.4330769230694,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Settlement,1968.0126923076843,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Settlement,2071.5923076922995,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Settlement,2175.1719230769145,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Settlement,2278.7515384615294,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Settlement,2382.3311538461444,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Settlement,2485.9107692307593,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Settlement,2589.4903846153743,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Settlement,2693.0699999999892,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Others,Wetland,2607.5423076923,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Others,Wetland,5215.0846153846,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Others,Wetland,7822.626923076899,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Others,Wetland,10430.1692307692,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Others,Wetland,13037.711538461499,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Others,Wetland,15645.253846153799,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Others,Wetland,18252.7961538461,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Others,Wetland,20860.3384615384,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Others,Wetland,23467.8807692307,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Others,Wetland,26075.423076922998,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Others,Wetland,28682.965384615298,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Others,Wetland,31290.507692307598,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Others,Wetland,33898.0499999999,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Others,Wetland,36505.592307692204,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Others,Wetland,39113.13461538451,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Others,Wetland,41720.67692307681,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Others,Wetland,44328.219230769115,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Others,Wetland,46935.76153846142,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Others,Wetland,49543.30384615372,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Others,Wetland,52150.846153846025,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Others,Wetland,54758.38846153833,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Others,Wetland,57365.93076923063,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Others,Wetland,59973.473076922935,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Others,Wetland,62581.01538461524,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Others,Wetland,65188.55769230754,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Others,Wetland,67796.09999999985,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Perrenial crop,Annual crop,5.19923076923077,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Perrenial crop,Annual crop,10.39846153846154,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Perrenial crop,Annual crop,15.59769230769231,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Perrenial crop,Annual crop,20.79692307692308,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Perrenial crop,Annual crop,25.99615384615385,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Perrenial crop,Annual crop,31.19538461538462,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Perrenial crop,Annual crop,36.39461538461539,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Perrenial crop,Annual crop,41.59384615384616,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Perrenial crop,Annual crop,46.793076923076924,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Perrenial crop,Annual crop,51.99230769230769,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Perrenial crop,Annual crop,57.19153846153846,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Perrenial crop,Annual crop,62.39076923076922,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Perrenial crop,Annual crop,67.58999999999999,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Perrenial crop,Annual crop,72.78923076923076,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Perrenial crop,Annual crop,77.98846153846152,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Perrenial crop,Annual crop,83.18769230769229,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Perrenial crop,Annual crop,88.38692307692305,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Perrenial crop,Annual crop,93.58615384615382,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Perrenial crop,Annual crop,98.78538461538459,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Perrenial crop,Annual crop,103.98461538461535,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Perrenial crop,Annual crop,109.18384615384612,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Perrenial crop,Annual crop,114.38307692307689,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Perrenial crop,Annual crop,119.58230769230765,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Perrenial crop,Annual crop,124.78153846153842,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Perrenial crop,Annual crop,129.9807692307692,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Perrenial crop,Annual crop,135.17999999999998,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Perrenial crop,Forest,68.265,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Perrenial crop,Forest,136.53,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Perrenial crop,Forest,204.79500000000002,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Perrenial crop,Forest,273.06,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Perrenial crop,Forest,341.325,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Perrenial crop,Forest,409.59,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Perrenial crop,Forest,477.85499999999996,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Perrenial crop,Forest,546.12,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Perrenial crop,Forest,614.385,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Perrenial crop,Forest,682.65,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Perrenial crop,Forest,750.915,Ha,Hunting 1995 and ESA 2021,Mainland
2007,LULUCF,Perrenial crop,Forest,819.18,Ha,Hunting 1995 and ESA 2021,Mainland
2008,LULUCF,Perrenial crop,Forest,887.4449999999999,Ha,Hunting 1995 and ESA 2021,Mainland
2009,LULUCF,Perrenial crop,Forest,955.7099999999999,Ha,Hunting 1995 and ESA 2021,Mainland
2010,LULUCF,Perrenial crop,Forest,1023.9749999999999,Ha,Hunting 1995 and ESA 2021,Mainland
2011,LULUCF,Perrenial crop,Forest,1092.24,Ha,Hunting 1995 and ESA 2021,Mainland
2012,LULUCF,Perrenial crop,Forest,1160.505,Ha,Hunting 1995 and ESA 2021,Mainland
2013,LULUCF,Perrenial crop,Forest,1228.7700000000002,Ha,Hunting 1995 and ESA 2021,Mainland
2014,LULUCF,Perrenial crop,Forest,1297.0350000000003,Ha,Hunting 1995 and ESA 2021,Mainland
2015,LULUCF,Perrenial crop,Forest,1365.3000000000004,Ha,Hunting 1995 and ESA 2021,Mainland
2016,LULUCF,Perrenial crop,Forest,1433.5650000000005,Ha,Hunting 1995 and ESA 2021,Mainland
2017,LULUCF,Perrenial crop,Forest,1501.8300000000006,Ha,Hunting 1995 and ESA 2021,Mainland
2018,LULUCF,Perrenial crop,Forest,1570.0950000000007,Ha,Hunting 1995 and ESA 2021,Mainland
2019,LULUCF,Perrenial crop,Forest,1638.3600000000008,Ha,Hunting 1995 and ESA 2021,Mainland
2020,LULUCF,Perrenial crop,Forest,1706.625000000001,Ha,Hunting 1995 and ESA 2021,Mainland
2021,LULUCF,Perrenial crop,Forest,1774.890000000001,Ha,Hunting 1995 and ESA 2021,Mainland
1996,LULUCF,Perrenial crop,Forest plantation,128.267307692307,Ha,Hunting 1995 and ESA 2021,Mainland
1997,LULUCF,Perrenial crop,Forest plantation,256.534615384614,Ha,Hunting 1995 and ESA 2021,Mainland
1998,LULUCF,Perrenial crop,Forest plantation,384.80192307692107,Ha,Hunting 1995 and ESA 2021,Mainland
1999,LULUCF,Perrenial crop,Forest plantation,513.069230769228,Ha,Hunting 1995 and ESA 2021,Mainland
2000,LULUCF,Perrenial crop,Forest plantation,641.336538461535,Ha,Hunting 1995 and ESA 2021,Mainland
2001,LULUCF,Perrenial crop,Forest plantation,769.603846153842,Ha,Hunting 1995 and ESA 2021,Mainland
2002,LULUCF,Perrenial crop,Forest plantation,897.871153846149,Ha,Hunting 1995 and ESA 2021,Mainland
2003,LULUCF,Perrenial crop,Forest plantation,1026.138461538456,Ha,Hunting 1995 and ESA 2021,Mainland
2004,LULUCF,Perrenial crop,Forest plantation,1154.405769230763,Ha,Hunting 1995 and ESA 2021,Mainland
2005,LULUCF,Perrenial crop,Forest plantation,1282.67307692307,Ha,Hunting 1995 and ESA 2021,Mainland
2006,LULUCF,Perrenial crop,Forest plantation,1410.940384615377,Ha,Hunting 1995 and ESA 2021,Mainland
